ID,Username,ProfileURL,Title,Rating,Review Text,Review Content,Review URL,Date,Format,Verified,Helpful,Thumbnails,Images,Video,Scraped At
"R2SYAIZRVOEDNR","Ghanasyam","https://www.amazon.in/gp/profile/amzn1.account.AEH3HF6NN4S2QTNE6SSY4XVN4FCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","good cable","5","5.0 out of 5 stars","good","https://www.amazon.in/gp/customer-reviews/R2SYAIZRVOEDNR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 24 May 2025","Style Name: COLOR","Verified Purchase","","","","","2025-07-24T06:33:41.894Z"
"RWH23NBMX25AA","ARYAN BHARDWAJ","https://www.amazon.in/gp/profile/amzn1.account.AFIN3GRYV6MQTWHLAIATBIJMB4XQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","Microphone size is small yet very clear","5","5.0 out of 5 stars","Perfect !!","https://www.amazon.in/gp/customer-reviews/RWH23NBMX25AA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 21 May 2025","Style Name: COLOR","Verified Purchase","","","","","2025-07-24T06:33:41.894Z"
"R1P49Q7QMIVR67","Kunal","https://www.amazon.in/gp/profile/amzn1.account.AEYE57RNOOAAXDRVFT3GWDHHALAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","Nice Product","5","5.0 out of 5 stars","Good product","https://www.amazon.in/gp/customer-reviews/R1P49Q7QMIVR67/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 5 May 2025","Style Name: COLOR","Verified Purchase","","","","","2025-07-24T06:33:41.894Z"
"R3QY8MAG6UAOHS","Anish K.","https://www.amazon.in/gp/profile/amzn1.account.AF4CNZUS2Q3V64OBBEF5OX2L7FQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","Superb","5","5.0 out of 5 stars","Unbelievable. Stereo surround sound is good. Good Bass. Dolby atmos license available with this item.","https://www.amazon.in/gp/customer-reviews/R3QY8MAG6UAOHS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 18 April 2025","Style Name: COLOR","Verified Purchase","","","","","2025-07-24T06:33:41.894Z"
"R1JCA7VWRVRNWR","Bireswar","https://www.amazon.in/gp/profile/amzn1.account.AG4GTMWZY74WOF2IK35MWE62ZT2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","It's amazing","5","5.0 out of 5 stars","The sound quality is so good and with Dolby Atmos it is just perfect for gaming. This thing also has excellent mic and fits so well on my ears. You can really hear evey music beat.","https://www.amazon.in/gp/customer-reviews/R1JCA7VWRVRNWR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 11 February 2025","Style Name: COLOR","Verified Purchase","","","","","2025-07-24T06:33:41.894Z"
"R1QTKKOT5UK2XA","Bittuboss","https://www.amazon.in/gp/profile/amzn1.account.AH5WIIXY62HNILOZJBBJTSWVAZGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","Volume low","5","5.0 out of 5 stars","Volume low","https://www.amazon.in/gp/customer-reviews/R1QTKKOT5UK2XA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 5 April 2025","Style Name: COLOR","Verified Purchase","","","","","2025-07-24T06:33:41.894Z"
"RU1ZABVJA40ZU","Rohit","https://www.amazon.in/gp/profile/amzn1.account.AGBRNAUOR3ZCJZQ6WGRDAYYWENMA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","What a experience using this headphone","5","5.0 out of 5 stars","I liked the 7.1 surround it was working 110% The Dolby access software made the Dolby atmos experience amazing the eight was more on the heavier side in long exports game it will be a issue it will make you want to take it off vad value for money size is for like 12+ people mix quality is very average mic works but one note is there software zen mx and Dolby access won’t work together","https://www.amazon.in/gp/customer-reviews/RU1ZABVJA40ZU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 27 October 2024","Style Name: COLOR","Verified Purchase","","","","","2025-07-24T06:33:41.894Z"
"R1728UBPLM1KV3","Anjali","https://www.amazon.in/gp/profile/amzn1.account.AEIBCSJYKZAUY2P5GX7XRQDESDPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","Headphone quality good","5","5.0 out of 5 stars","Good sound quality and its comfortable to use. Performance is 👍🏻😊.","https://www.amazon.in/gp/customer-reviews/R1728UBPLM1KV3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 6 March 2025","Style Name: COLOR","Verified Purchase","","","","","2025-07-24T06:33:41.894Z"
"R2GW9778CND15I","Mayank Sharma","https://www.amazon.in/gp/profile/amzn1.account.AFUHJC3YSMDRVYGX5UNTVIQ7JYQA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","Best Headphones Ever?","5","5.0 out of 5 stars","So just bought these because of Dolby Atmos support but man o man these headphones blew my expectations out of way not only good for gaming but audio too like super amazing if I have to say a con if these that we have to use connector to use in phones otherwise amazing","https://www.amazon.in/gp/customer-reviews/R2GW9778CND15I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 30 November 2024","Style Name: COLOR","Verified Purchase","","","","","2025-07-24T06:33:41.894Z"
"R121969ZZ30YVQ","Debraj roy","https://www.amazon.in/gp/profile/amzn1.account.AFH5BUAFYBGGMI7YO7SBWT3QFDTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","Zeb Blitz ( Things you need to know )","5","5.0 out of 5 stars","Sound Quality (without Dolby Atmos) :: 4/5 👍Sound Quality (with Dolby Atmos) :: couldn't check due to update issue in laptop. 😔Gaming :: 4.2/5 ( played warzone, Apex legends; enemy movement detected easily 👌✨✨)Facts:-** Headset is slight heavy than other headset at this price point.So make sure to take breaks in LONG TIME USE 🙂.** earcups are big, really big 😳** Noise cancellation is good ( fan was at full speed, yet there was very low sound while wearing headset 👌)** Be sure to download DOLBY ACCESS app from Microsoft Store to activate Dolby Atmos enhancement for your headset.** I bought it at 1700/-, So in this price point this headset is definitely better choice (For casual gamers 🎮 and music lovers 🎵)** gold plated USB, so make sure to take extra care while travelling outside with it 😏😏.** If you don't like RGB lighting in the headset, you can turn it off by pressing 💡 button 6 times on the controller ( Image No. 5 ) 😉","https://www.amazon.in/gp/customer-reviews/R121969ZZ30YVQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8","Reviewed in India on 8 August 2023","Style Name: COLOR","Verified Purchase","2 people found this helpful","https://m.media-amazon.com/images/I/61UcOfuMGrL._SY88.jpg
https://m.media-amazon.com/images/I/716IGymdJJL._SY88.jpg
https://m.media-amazon.com/images/I/71ASoVfwDyL._SY88.jpg
https://m.media-amazon.com/images/I/71QNQ5gsANL._SY88.jpg
https://m.media-amazon.com/images/I/71jhFEK8BoL._SY88.jpg","https://m.media-amazon.com/images/I/61UcOfuMGrL.jpg
https://m.media-amazon.com/images/I/716IGymdJJL.jpg
https://m.media-amazon.com/images/I/71ASoVfwDyL.jpg
https://m.media-amazon.com/images/I/71QNQ5gsANL.jpg
https://m.media-amazon.com/images/I/71jhFEK8BoL.jpg","","2025-07-24T06:33:41.894Z"
