Rating,Date,Description,Hotel_name,City,Country
10,11-12-2019,Accueil professionnel et attentionne. Idealement place. Chambre spatieuse. Restaurant de qualite. Experience a renouveler.,Hyatt Regency Palais,Nice,France
10,04-12-2019,"Excellent établissement, que se soit l’accueil, la literie et les services proposés !",Hyatt Regency Palais,Nice,France
8,11-11-2019,"Très bien placé sur la promenade des anglais, tous les services sont présents. La salle du petit déjeuner est à mon sens trop petite donc devient vite bruyante.",Hyatt Regency Palais,Nice,France
10,11-11-2019,Beau séjour sympathy,Hyatt Regency Palais,Nice,France
8,13-10-2019,"Ce que nous avons aimé le plus, c’est le service attentionné du personnel, particulièrement le service de Frédéric qui était top. Ce que nous aimé le moins, ce sont les tapis tachés des corridors. Aussi, le Wifi n’était pas très fiable.",Hyatt Regency Palais,Nice,France
8,18-08-2019,"C’est notre deuxième séjour dans cet hôtel exceptionnel tant par sa situation géographique que par son grand confort et sa sublime vue sur la baie des anges.
Rien à redire, à refaire sans modération",Hyatt Regency Palais,Nice,France
10,10-08-2019,"Tout était parfait, un grand bravo à toute l'équipe!",Hyatt Regency Palais,Nice,France
6,24-06-2019,La terrasse du 3 eme avec vue sur la mer est magnifique pour le reste les chambres sont très très en dessous des attentes pour le prix,Hyatt Regency Palais,Nice,France
10,10-05-2019,"Établissement exceptionnel. Personnel prévenant. Excellent petit déjeuner. Emplacement exceptionnel.
Seules remarques : dans la (très grande) salle de bain, il manque un tabouret et un robinet thermostatique pour la douche ( risque de brûlure ).",Hyatt Regency Palais,Nice,France
10,01-05-2019,"Excellent Hotel, personnel tres pro, du plaisir d’y passer quelques jours....",Hyatt Regency Palais,Nice,France
10,22-04-2019,"Un magnifique hôtel, égal à sa réputation. Tout était parfait. Nous reviendrons !",Hyatt Regency Palais,Nice,France
10,01-04-2019,"tout bien vraiment
la piscine le sauna le hammam le room service",Hyatt Regency Palais,Nice,France
10,31-03-2019,"Très bien situé, personnel accueillant et dévoué. Un court séjour très agréable.",Hyatt Regency Palais,Nice,France
6,11-03-2019,"Séjour correct mais sans plus. Chambre un peu vieille, petit déjeuner bon mais bruyant et cher.",Hyatt Regency Palais,Nice,France
10,06-03-2019,"Très bien placé, service impeccable, personnel très souriant.",Hyatt Regency Palais,Nice,France
10,09-02-2019,"Fabuleux. Emplacement, confort, vue, personnel, tout était génial.
Mention toute spéciale à tout le personnel qui répond à toutes vos demandes avec sourire et sympathie",Hyatt Regency Palais,Nice,France
8,27-01-2019,"Accueil chaleureux, cadre super, tout est presque parfait sauf qui'l manquait une pèse personne dans la chambre.",Hyatt Regency Palais,Nice,France
8,24-01-2019,"globalement positive et en phase avec l'attente de ce type d'hotel
placement idéal",Hyatt Regency Palais,Nice,France
10,19-01-2019,Personnel très à  l'écoute.  Petit déjeuner varié avec un bon choix de produit sans gluten maison. Équipements au top,Hyatt Regency Palais,Nice,France
10,02-01-2019,bon accueil personnel compétant à l'écoute,Hyatt Regency Palais,Nice,France
10,03-12-2018,"Un des rares 5* de Nice. Localisation parfaite. Chambres grandes. Un vrai spa serait le dernier ""plus"" pour la perfection.",Hyatt Regency Palais,Nice,France
10,20-11-2018,"Très bon accueil, chambre spacieuse, et confortable.",Hyatt Regency Palais,Nice,France
10,05-11-2018,"Hôtel très agréable et très bien placé 
À côté du centre",Hyatt Regency Palais,Nice,France
10,02-11-2018,"Excellent hotel, très bon emplacement avec vue sur la mer, services impecables.",Hyatt Regency Palais,Nice,France
10,25-10-2018,Hôtel idéalement situé ; proche de la plage et des commerces ; personnel sympathique et chambres très agréables et confortables,Hyatt Regency Palais,Nice,France
10,09-05-2018,Bel établissement et personnel très agréable. Le luxe dans la simplicité!,Hyatt Regency Palais,Nice,France
8,02-05-2018,"Un bon séjour dans un hotel bien placé, propre, calme, face à la mer et proche commerces
la piscine est chauffée, extérieur comme intérieur (meme si les photos font la paraître plus grande qu'en réalité)",Hyatt Regency Palais,Nice,France
8,18-04-2018,Rapport qualité/prix peu pertinent,Hyatt Regency Palais,Nice,France
10,09-04-2018,Meilleur hôtel rapport qualité prix et situation géographique,Hyatt Regency Palais,Nice,France
10,27-02-2018,Splendide hôtel de grand confort magnifiquement situé pour découvrir Nice à pied. Personnel d'une grande gentillesse  sans obséquiosité.  Séjour parfait,Hyatt Regency Palais,Nice,France
10,08-02-2018,"Excellent.Service à la personne exceptionnel
Je vais revenir",Hyatt Regency Palais,Nice,France
8,28-11-2017,"Excellent hotel, cadre magnifique, dommage que certains membres du personnel change leur comportement en fonction du ""standing"" du client... autrement, rien à dire...",Hyatt Regency Palais,Nice,France
6,01-05-2017,"Attention la vue mer annoncée n'est pas au rdv !!! 
La déception est grande, et vous n'aurez qu'une vue très partielle de la Méditerranée du fait de l'architecture du bâtiment",Hyatt Regency Palais,Nice,France
10,24-04-2017,"Séjour court mais  très agréable personnel très serviables et gentil ,je reviendrai avec plaisir",Hyatt Regency Palais,Nice,France
6,04-04-2017,La vue mer n'est que partielle (absolument pas conforme au descriptif du site hotels.com),Hyatt Regency Palais,Nice,France
8,21-03-2017,RAS. Tout au contraire. Accueil et personnel d'excellence,Hyatt Regency Palais,Nice,France
10,21-02-2017,"Hôtel très bien situé. L accueil est très impersonnel et peu chaleureux.
Vaut le coup pour son emplacement et piscine chauffée très agréable.",Hyatt Regency Palais,Nice,France
10,21-09-2023,Had an absolutely wonderful stay at the Hyatt Nice!,Hyatt Regency Palais,Nice,France
6,21-09-2023,Very standard hotel. Great location.,Hyatt Regency Palais,Nice,France
10,15-09-2023,Very friendly and helpful Staff at the Hotel,Hyatt Regency Palais,Nice,France
10,14-09-2023,Hotel was in a prime location and the service we received was outstanding. Concierge was a real highlight taking care of everting we wanted to book. Extremely helpful.,Hyatt Regency Palais,Nice,France
10,03-09-2023,We absolutely loved the Hyatt Regency Nice. It was a wonderful hotel with excellent staff,Hyatt Regency Palais,Nice,France
10,30-08-2023,Excelente servicio y gran ubicación.,Hyatt Regency Palais,Nice,France
10,23-08-2023,"Front desk staff very attentive, even weighed our luggage to ensure our shopping didn’t put us over the acceptable limit. Housekeeping did a fantastic job of daily cleaning.",Hyatt Regency Palais,Nice,France
2,29-07-2023,"Very well located, and the staff were extremely nice and friendly. However, overall, the hotel itself was very average and basic. The hotel is dated and old. This is not the place to be in Nice (despite the other reviews) and definitely not worth the price we paid per night.",Hyatt Regency Palais,Nice,France
2,24-07-2023,Small a cigarette,Hyatt Regency Palais,Nice,France
10,22-07-2023,"The Hyatt Regency in Nice was truly the best hotel and so glad It was recommended to me.  Loved that it was in the middle of all of the action and on the Promenade.  The concierges were so helpful when booking tours.  Enjoyed the pool.  Great housekeeping service.  Comfy beds.  Food great.  Very friendly staff.  Our patio/terrace faced the pool, the entertainment and you could see the beach area and promenade.  Will stay here again when returning to Nice!",Hyatt Regency Palais,Nice,France
8,21-07-2023,A memorable vacation site.,Hyatt Regency Palais,Nice,France
10,06-07-2023,"Amazing staff, super clean room and bathroom. So close to everything. We will be back here again for sure",Hyatt Regency Palais,Nice,France
8,30-06-2023,"It was a beautiful hotel with a spacious and comfortable room. However, the hotel really missed a trick when they decided to put shutters in front of the balcony doors rather than having standard curtains inside – and the balcony door could not be closed from outside either. We had booked with a balcony due to me being an early riser and my husband not so much but due to the above, I wasn’t able to use it at all while he slept. I found this to be a really, really bad mistake from whoever designed these.

Staff by the pool were always good to come and take your drink order when you first got there, but anything after the first one, we had to seek them out ourselves every time.",Hyatt Regency Palais,Nice,France
10,23-06-2023,"This trip we were only there for one night, but on our next trip to Nice, we'll certainly return. It was walkable to everything, good restaurants all around, and the staff was gracious and helpful. We gave it an A .",Hyatt Regency Palais,Nice,France
10,10-06-2023,"The hotel staff was among the best we have encountered.  That said, the premises are impeccable. We wish to mention Antonio, the concierge, for his outstanding service and professionalism. Lena at the reception desk was also excellent to us during our stay.",Hyatt Regency Palais,Nice,France
10,02-06-2023,The concierge team were incredible!!,Hyatt Regency Palais,Nice,France
10,01-06-2023,Very nice hotel with great amenities and great staff,Hyatt Regency Palais,Nice,France
8,24-05-2023,Old but clean and well located.,Hyatt Regency Palais,Nice,France
10,24-05-2023,This is first rate luxury hotel right across from the beach in Nice. The rooms are extremely comfortable with every possible amenity. The service from the moment you walk in to the moment you leave is of the highest caliber. Cannot recommend this hotel highly enough.,Hyatt Regency Palais,Nice,France
10,23-05-2023,"最高のホテルでした。部屋も広いし、部屋のベランダから見る景色も最高。朝食会場の雰囲気も最高で綺麗な海が見えました。
受付やコンシェルジュの方々が本当に親切です。困ったことはないか？って積極的に聞いてくれます。わざわざ日本からニースに行った甲斐がありました。もう一度ニースに来る時もこのホテルに泊まります",Hyatt Regency Palais,Nice,France
10,22-05-2023,Very good service with friendly staff. Everowas excellent!,Hyatt Regency Palais,Nice,France
10,20-05-2023,"Veldig bra hotell på alle punkter. Pent og rent, veldig hyggelige ansatte, god mat og drikke, pent basseng, fine rom. Alt i alt et veldig bra opphold",Hyatt Regency Palais,Nice,France
10,11-05-2023,lovely hotel and staff - Easy 5 star from us.,Hyatt Regency Palais,Nice,France
6,10-05-2023,"I travel quite a bit for work and spend about 40 days a year in hotels rooms. I have never had such terrible and dismissive service in a hotel or even a hostel (and yes I have stayed in many hotels across France). I may never book another Hyatt.

1. My airline misplaced my luggage and was going to deliver to the hotel later that evening (I arrived to the hotel around 3pm). I was told to follow up with the concierge. The concierge never bothered to call or let me know it had arrived later that evening (I did call down a couple of times to check). I ""found"" it the next day along with luggage for some other poor victims of this hotel. Unacceptable level of service for a hotel of this price/category.
2. Hotels.com noted I was paying extra for a ""sea view"" which was not true. My view was completely 'obstructed'. I was located on the 8th floor and my view was of the noisy pool/terrace and concrete beam. The sea was not visible. 
3. I asked for a late checkout as I needed to take a work call and was refused in almost an abusive manner. The horrible rudeness of the hotel staff was not acceptable, the seemed to enjoy treating me like I was garbage and refusing my request. In the end the rudeness was without reason --- as the lovely cleaning staff told me ""no worries"" I was able to stay the extra hour, take my call, and left at 1pm without issue.",Hyatt Regency Palais,Nice,France
4,30-04-2023,Great location. Unkept property. Dirty.. need deep cleaning. Towels overused . Curtains and rooms smells of cigarette. Not clean at all. Regretted staying here.,Hyatt Regency Palais,Nice,France
10,27-04-2023,"Very nice, friendly hotel with spectacular location. Beautiful breakfast buffet..",Hyatt Regency Palais,Nice,France
10,27-04-2023,"The staff were accomodating, the location superb.  The rooms were very comfortable, breakfast was good.  Loved the pool.  It just was a perfect place to stay for our tripl",Hyatt Regency Palais,Nice,France
10,23-04-2023,A beautiful property in the heart of Nice. It’s the most modern of the grand hotels with easy access to shopping restaurants and the sea front - very friendly staff from the front desk to concierge to room service to housekeeping - excellent food - you will love it !,Hyatt Regency Palais,Nice,France
8,06-04-2023,"We loved the building and the renovation/restoration work. However there were two small issues, the tea and coffee facilities were mean, no milk, limited choice of drinks (often not replacing what we had used) and erratic times of when the room was serviced.",Hyatt Regency Palais,Nice,France
10,04-04-2023,"Well managed resort, friendly employees and clean room and facilities",Hyatt Regency Palais,Nice,France
10,28-03-2023,"Excellent location, excellent property. Great service.",Hyatt Regency Palais,Nice,France
8,18-03-2023,The Service was perfect. Location is the best. Rooms are very tired already.,Hyatt Regency Palais,Nice,France
8,11-03-2023,"Die Lage ist super schön und das Personal ist top. Es wäre alles perfekt, hätte man nicht Geld auf meinem Konto geblockt und es dann nicht zurück gezahlt. Ich warte seit Montag darauf, dass dieses Geld erstattet wird. Das Personal ist bemüht das Problem zu lösen, aber bis heute kein Ergebnis",Hyatt Regency Palais,Nice,France
10,09-03-2023,"Exceptional staff. Prime location on La Prom. Good eateries a block to the rear. Pool and sauna. Bus 12 or Tram 2 to the airport. Ask for minibar to be activated. Local tax,  as in most cities now. Flower market within 10 mins and eco train 5 min stroll away. Beach bars and jazz a stroll away.",Hyatt Regency Palais,Nice,France
8,07-03-2023,"Buona struttura e personale gentile e disponibile.
Posizione eccezionale.
La camera avrebbe avuto bisogno di una bella rinfrescata.
Lenzuola strappate, pomello della porta del bagno rotto, etc.
Insomma per un 5 stelle non proprio il massimo.
Ma siamo stati molto bene e quindi abbiamo sorvolato sulle mancanze.",Hyatt Regency Palais,Nice,France
10,20-02-2023,We enjoyed our stay in the hotel very much .Hyatt is a real 5 stars for sure,Hyatt Regency Palais,Nice,France
10,18-02-2023,"Excellent location, excellent service.",Hyatt Regency Palais,Nice,France
10,09-01-2023,"Wonderful property, attentive staff.  Great location in the heart of Nice.",Hyatt Regency Palais,Nice,France
10,29-12-2022,"Amazing ,
The manager of the hotel is checking if the guests needs anything,
We are returning back !!!
William Baransi",Hyatt Regency Palais,Nice,France
10,15-12-2022,"About a 15 minute walk from anything you need (train station, high fashion shopping, central public park) and right in front of the sea!  15-minute bus or taxi to the airport and being further from the train station means a more relaxed/peaceful neighborhood.  Rooms are spacious and fancy with everything you need, and the indoor/outdoor heated pool is amazing!",Hyatt Regency Palais,Nice,France
10,29-11-2022,"Excellent location, and concierge staff. Rooms, and bathrooms are dated. Cleanliness of daily housekeeping was mediocre.",Hyatt Regency Palais,Nice,France
10,25-11-2022,"Hotel staff are helpful. I stayed at a standard room. It could use an update, but it was clean and good size.  The hotel is located across Promenade de Anglais and close to a lot of restaurants. A few minutes walk and you could visit Massena Museum. It’s also close enough to old town Nice and Castle hill Garden as well. I had an amazing stay.",Hyatt Regency Palais,Nice,France
10,22-11-2022,Loistava hotelli hyvällä paikalla. Aamupala kattava ja maittava. Ystävällinen palvelu. Hyvä ilmastointi ja muutenkin mukava huone.,Hyatt Regency Palais,Nice,France
10,09-11-2022,Great location along the waterfront.,Hyatt Regency Palais,Nice,France
8,27-10-2022,Great breakfast amazing location we had a nice room with a Mountain View,Hyatt Regency Palais,Nice,France
8,18-10-2022,Ideale Lage um die Stadt zu erkunden.,Hyatt Regency Palais,Nice,France
10,14-10-2022,The views are breathtaking,Hyatt Regency Palais,Nice,France
10,11-10-2022,The concierges were magnificent!!!!,Hyatt Regency Palais,Nice,France
6,02-10-2022,"Not sure why this is rated 5 stars. The carpets are filthy throughout hallways and rooms. 
Much confusion at check in regarding whether breakfast is included or not",Hyatt Regency Palais,Nice,France
10,25-09-2022,"Prestige location, friendly services",Hyatt Regency Palais,Nice,France
10,18-09-2022,"Fhuhnnb- be,kids",Hyatt Regency Palais,Nice,France
10,16-09-2022,Very clean and quite,Hyatt Regency Palais,Nice,France
8,13-09-2022,"Great location, beautiful hotel, friendly/helpful staff.",Hyatt Regency Palais,Nice,France
10,12-09-2022,"Good size room, comfortable bed and bedding, extremely  clean, excellent daily make up of the room, fresh towel and beddings changed daily, staff at reception and front desk very kind and helpful, room service immediate response to your request, very happy with overall service.",Hyatt Regency Palais,Nice,France
4,11-09-2022,"I had the rudest encounter at the restaurant.  I arrived at11:30am for a Diet Coke as I was carsick and needed the carbonation.  The hostess said they weren't seating and to come back in 10 minutes but order at the bar.  I did as she said, and when I asked the bartender for a Diet Coke, she said she was very busy and I would have to wait for her to make drinks for two tables that had been seated.

Overall, the service was rude,although I encountered a lovely waitress, (I wish I could remember her name), and a wonderful concierge named Antonio, who went above and beyond.",Hyatt Regency Palais,Nice,France
10,08-09-2022,Perfect location for a stay in a gorgeous city like Nice,Hyatt Regency Palais,Nice,France
10,08-09-2022,Outstanding property. The staff provide outstanding service. The location is very convenient.,Hyatt Regency Palais,Nice,France
6,20-08-2022,"Nulla di speciale.
Deludente il livello di fornitura del bar: privo di una banale panna montata e con un numero ridicolo di prodotti.
Personale con conoscenza di lingue straniere ridicola",Hyatt Regency Palais,Nice,France
8,19-08-2022,"The hotel pool and deck area is beautiful. The inside is a bit underwhelming…for the price, I was expecting less wear and tear of carpets and furniture. Lobby, front desk and concierge very friendly. Complimentary upgrade from Queen to King room. 

Service at pool for drinks VERY slow.  Non-attentive wait staff. Never came around and asked if you wanted a drink or snack. One MUST all but stand up and waive a server down to place an order. Drinks were good but expensive. 
BEWARE of the coffee…7 Euros for a half cup Americano… I ordered three never dreaming of that price…but I ordered them, drank them so felt I shouldn’t complain about the cost…however, it is excessive. I would stay there again, but if another luxury brand was at the same price point, I might consider staying elsewhere.",Hyatt Regency Palais,Nice,France
10,02-08-2022,This hotel began and ended with very friendly and accommodating staff. Our rooms were ready early and were clean!  Great shopping was within walking distance and the food was of great quality!  I would definitely recommend this hotel!,Hyatt Regency Palais,Nice,France
2,30-07-2022,X,Hyatt Regency Palais,Nice,France
10,24-07-2022,"Always a Hyatt member! Love the breakfast bufeet, could  be quicker  with serving coffee but overall perfect location, service , pool and treadmill;)",Hyatt Regency Palais,Nice,France
10,18-07-2022,Concierge very helpful from stowing bags until room ready to reserving beach lounge chairs at an alternate site b/c contracted site booked up.  Also arranged early AM taxi to airport.  Nice amenity in room was toilet located in separate room from bathing area.  Staff came to our room after check-in to insure all was well with our room.  Superb customer service indeed!,Hyatt Regency Palais,Nice,France
8,14-07-2022,"The best two things about the hotel are the concierge especially Mr Brice and Mr Greg they were very helpful and kind, and the location ofcourse.",Hyatt Regency Palais,Nice,France
10,09-07-2022,The staff was just lovely. Be sure to take advantage of the chair and towel reservations at the Beach club! The breakfast was also pretty fantastic also. Beds were the most comfortable I’ve ever slept in.,Hyatt Regency Palais,Nice,France
10,21-06-2022,"Excellent location, staff are helpful and friendly. Wide selection of breakfast. Love the balcony, feel at home. Can’t wait to come back to Nice and stay in the same property!",Hyatt Regency Palais,Nice,France
6,16-06-2022,"We have a 5-year-old boy loves to with pool! 
However, A white man, in addition to staring at our family, also said that my son is too noisy!and he walked away…..
I mean, it’s public swimming pool for hotel all guest….I think the men who need to choose adult only hotel, oh I need a check is it Hyatt Regency adored only😅",Hyatt Regency Palais,Nice,France
10,12-06-2022,"Everything at this hotel was excellent. Friendly staff willing to help, quiet rooms, location is right on the water. I would highly recommend and would stay here again, if I come back to Nice!",Hyatt Regency Palais,Nice,France
4,06-06-2022,The property is so outdated for the price you pay and star rating. Our hallway smelt like a toilet flooded it. The smell was literally repulsive. Shower extremely small and bathroom/room over all very outdated.,Hyatt Regency Palais,Nice,France
10,01-06-2022,룸 컨디션부터 친절한 스탭들까지 너무 완벽했다!,Hyatt Regency Palais,Nice,France
10,30-05-2022,Ocean views,Hyatt Regency Palais,Nice,France
10,23-05-2022,"The stay was amazing and I would definitely stay again. Everything was very pleasantly clean as well! Only a few stains on the carpet, but the bathroom, beds, and chairs - even outdoors - were immaculate. We especially loved the service level of the staff. They were so friendly and helpful and attentive. Will definitely stay again.",Hyatt Regency Palais,Nice,France
10,14-05-2022,This is a great property in a perfect location near old nice.  The concierge were so helpful with our dinner plans and rental cal assistance.  Every one was very nice!,Hyatt Regency Palais,Nice,France
10,13-05-2022,Very clean close to everything!,Hyatt Regency Palais,Nice,France
10,02-05-2022,A lovely spot to enjoy looking over the beach while having a drink or a meal.  All while right beside the indoor/outdoor pool.,Hyatt Regency Palais,Nice,France
10,01-05-2022,We had a very pleasant stay at the Hyatt and plan to re-book upon our return to Nice. There qwas apparently a large convention group that was checking out the day we arrived so was had to wait until 3p to check in...not an issue and the hotel personnel were accommodating with our baggage and called my cell when the room was ready.,Hyatt Regency Palais,Nice,France
8,27-04-2022,"Very good location and beautiful hotel. There was a noise transferred between rooms - you could hear water flowing and thumping -  and the corridors were noisy with some guests choosing to shout outside doors. 
If you can specify a sea facing room as our balcony looked out into a “grass” balcony and other buildings to the back. 
Staff were really friendly and bar was quiet, although we couldn’t go outside by the pool
one evening due to a conference reception. I’d go back. Easy to get to on bus from the airport and just a bit more of a walk to use the tram.",Hyatt Regency Palais,Nice,France
10,21-04-2022,Everything from inside to outside experience was superb!! We were very impressed with the entire stay and thank you Hyatt and Expedia.,Hyatt Regency Palais,Nice,France
10,15-04-2022,"Great location and great staff. 

Wifi was terrible.",Hyatt Regency Palais,Nice,France
10,13-04-2022,"Great stay at a great hotel. Service was excellent, room plenty large enough, and having a regular shower was very nice. Would definitely stay here again!",Hyatt Regency Palais,Nice,France
10,09-04-2022,"Loved everything about the Hyatt Regency, would definitely stay there again.",Hyatt Regency Palais,Nice,France
10,06-04-2022,Absolute best location in Nice. Room was large and comfortable. Would stay again in a heartbeat!!,Hyatt Regency Palais,Nice,France
6,19-03-2022,一言で素晴らしいホテルでした。ただ、朝食が日本人の口に合わないのか、ただ、不味いのかは、分からないのですが、本当においしくなかったです。,Hyatt Regency Palais,Nice,France
10,24-02-2022,"The moment you enter the lobby you are greeted by amazingly friendly and professional staff.  They have a fantastic fragrance in both the lobby and the elevators that makes me smile.  Front desk people were helpful but Greg in Concierge was as good as they come.  He spent time on locating a pharmacy, airport transfers, restaurants , Carnaval tickets, train schedules and more and never seemed in a hurry despite always being busy.  I didn't eat at the restaurant but there were always patrons and especially on Valentine's Day when they put out extra tables and they were all filled.  Something must have been great.  Lucille was very helpful and kind in the bar.  She took extra time to help me with my French.  The location is so nice with being just across from the Promenade des Anglais.  Oh, the rooms were very nice and very clean.",Hyatt Regency Palais,Nice,France
10,12-02-2022,"Un Hotel excelente 
Muy bien  ubicado frente a la playa 
Con personal agradable y muy atento 
Las piezas amplias , cómodas y luminosas 
Cerca de restaurantes y comercio 
El desayuno es otro punto alto",Hyatt Regency Palais,Nice,France
10,09-02-2022,Very friendly and helpful staff,Hyatt Regency Palais,Nice,France
10,18-01-2022,Beautiful room with a view of the French Riviera! Everyone was so wonderful and helpful. Would absolutely stay here again.,Hyatt Regency Palais,Nice,France
10,16-01-2022,Ótima,Hyatt Regency Palais,Nice,France
10,05-01-2022,Gorgeous view of pool and ocean,Hyatt Regency Palais,Nice,France
10,03-01-2022,"Very spacious & comfortable rooms, fantastic breakfast and relaxing pool area. Great hotel!",Hyatt Regency Palais,Nice,France
10,30-12-2021,Really nice service staff,Hyatt Regency Palais,Nice,France
10,21-12-2021,Well maintained property facing the beach and close to pedestrian resto bar area.,Hyatt Regency Palais,Nice,France
10,13-12-2021,"The location of the hotel, right next to the beach and promenade, is unbeatable. The old town can be reached in a few minutes on foot. The staff is very nice and helpful. The rooms leave nothing to be desired. Room 906 with a great view of the sea.",Hyatt Regency Palais,Nice,France
8,12-12-2021,"location is very good and a nice smell at the lobby entrance which you notice and brings a nice feeling. 
The hotel didnt offer much of sea view, although it is located at the sea",Hyatt Regency Palais,Nice,France
10,12-12-2021,"Vom Check in bis zum Check out…einfach perfekt. 
Sehr nett und sehr sauber!

Nizza Hyatt=Perfekt",Hyatt Regency Palais,Nice,France
10,05-12-2021,Stunning enjoyed!,Hyatt Regency Palais,Nice,France
10,03-12-2021,Great modern hotel by the ocean side. Very friendly staff and clean room. We booked a suite for 3 guys and it fit us perfect. Very recommended for the quality of room and location of nearby shops and restaurants.,Hyatt Regency Palais,Nice,France
8,26-11-2021,Great Location in the city with nice view. It is clean with supportive staff. In general Nice is good location to visit the cities and villages in south France.,Hyatt Regency Palais,Nice,France
8,23-11-2021,"Very nicely located hotel, on the sea-front, but a little dated interior.",Hyatt Regency Palais,Nice,France
10,22-11-2021,"Very friendly staff and nice, clean rooms.",Hyatt Regency Palais,Nice,France
10,20-11-2021,"Deluxe huone oli loistava valinta omalla parvekkeella, josta suora näkymä merelle. Parveke oli suojaisa sisäpihan ansiosta. Huone tilava, samoin kuin kylpyhuone, jossa erillinen suihku ja amme. Siisteys erinomainen niin huoneessa kuin hotellin yleisissä tiloissa.",Hyatt Regency Palais,Nice,France
10,19-11-2021,"일단 차량이용했고, 방 시설은 괜찮음. 옆쪽 르메르디앙하고도 뭐 걍 바슷함. 아침은 괜찮은 편인데 (오믈렛이 역시 정석이지) 워낙 미국 고령 여행자가 많아 미국식 영어 엄청 들리도 솔직히 다른 프렌들리한 서버들에 비해 불친절함. 다 먹은 그릇 쳐다봐도 안치워줌... (본인은 유럽에 2년 넘게 살고 있어 유럽식 인사 하이하게 해주는 편임. 차라리 어디 작은 호텔에서는 서버들이랑 웃으면서 서로 막 이야기하고 챙겨주고 이런게 되는데 유독 이 하야트는 전혀 그런게 안보임)

위치도 니스 해안 한복판이라 이동 및 관광에 쾌적함. Reception 친절하나 누군지 이야기하기그러나 마스크쓰고 낮은 목소리로 영어를 빠르게 정해진 문구만 이야기하면 알아듣기 힘듬. 그리고 호텔닷컴에 주차무료라고 써 있어도 무료 아님. 발렛은 30유로이고 호텔 지하 주차장을 예전에 팔아서 parking indigo 가 관리하고 이건 무조건 돈 내야함. 주차 널직하나 오줌냄새나고 19시간 주차에 24유로 냈음...  이런거 안쓰여 있음.... 리셉션에 무료 아니냐고 물어봐서 설명듣고 그냥 웃으며 알았다 했지만 솔직히 주차 내돈내고 할꺼면 다른 등급 낮아도 바다 전망 호텔방 잡았을 것임.",Hyatt Regency Palais,Nice,France
10,17-11-2021,Location was great,Hyatt Regency Palais,Nice,France
10,15-11-2021,Best hotel to stay at in Nice. My mom forgot expensive jewelery and her watch in a room before we switched the rooms and they were returned to us immediately. The rooms were very clean with plenty of amenities and the staff were so helpful and great. Can’t wait to return!,Hyatt Regency Palais,Nice,France
10,12-11-2021,Lovely stay and amenities were wonderful. Parking was convenient and close. Breakfast was excellent. Highly recommend!,Hyatt Regency Palais,Nice,France
10,26-10-2021,Great hotel with kids! Gig rooms and pool was wonderful.,Hyatt Regency Palais,Nice,France
4,23-10-2021,"Hyatt의 명성에 비해 모든 면에서 매우 미흡했음
특히 종사자들의 서비스 마인드가 부족한 듯함
조식 포함으로 예약했으나 마지막날 아침식사를 할 시간이 없어서 아침 박스를 부탁했는데 내용물이 형편 없고 정성도 보이지 않아 매우 실망했음",Hyatt Regency Palais,Nice,France
10,20-10-2021,"Super nettes Personal, leider hat das Zimmermädchen, immer wenn es unbeobachtet war, keine Maske getragen und auch viele Gäste im Aufzug oder Fluren nicht.",Hyatt Regency Palais,Nice,France
6,16-10-2021,"Servicen var låg i restaurangen oavsett tid på dygnet, men väldigt bra i receptionen. Stort och rent hotell.",Hyatt Regency Palais,Nice,France
10,15-10-2021,"Excellent friendly staff at concierge and breakfast service. 
Rooms cleaned daily.",Hyatt Regency Palais,Nice,France
10,04-10-2021,"Superfint hotell precis vid strandpromenaden. Rymligt rum med stor balkong och havsutsikt. Bra AC och bra service. God frukostbuffé med stort utbud, något långsam service i baren på kvällen.",Hyatt Regency Palais,Nice,France
10,04-10-2021,"Perfect location close to the old town with all the restaurants but also to the shopping area and museums. Nice rooms and staff, as you could expect from a 5-star hotel. Nice touch was the integrated Chromecast in the room TV, meaning we could e.g. watch live Breakfast TV from home even if we were in France! 
The hotel could be summed up by quoting one of the taxi drivers who stated ”this is the best hotel we have here”.",Hyatt Regency Palais,Nice,France
8,02-10-2021,"Nice location, service was so-so, servers in breakfast buffet restaurant were sort of rude about things. Example. I set my plate down and went to get juice and when I came back he was removing everything from the table and said these are for the restaurant. There could have been a kinder way to handle it I thought. Other then that I enjoyed the facilities. Small but solid fitness room and indoor pool. I would stay there again and just get my breakfast else where. Oh and be sure you look at the “partial Sea view” before they talk you into upgrading for 50 or 60 euros a night. It was literally a small window of a view.",Hyatt Regency Palais,Nice,France
10,02-10-2021,Great!,Hyatt Regency Palais,Nice,France
8,15-09-2021,The building itself is gorgeous in a FANTASTIC location.  There were TONS of restaurants in a five minute walk…10 minute walk to old town and across the street from the Mediterranean Sea!  For 5 star…the rooms were a rather normal hotel rooms…nothing spectacular but were nice.  The bed was fine and I am a bed snob.  The separate toilet and bathroom was nice.  I also liked the separate shower and tub.  We were perplexed that there were not black out curtains to later to find there were blackout shutters externally on the windows.  They were electric and very easy to use.  The only negative thing to say is about the toiletries provided.  These are small things but the soaps and shampoos were mediocre.  Not a big deal at all.  I am not sure if this is a Nice thing or not but they toilet paper provided was downright painful.  I mean like a torture chamber terrible.  I will know this next time…Cotonelle will be traveling internationally.  If that’s the only negative…we are doing great!  I had a spectacular time!,Hyatt Regency Palais,Nice,France
